location_id,sensor_type,reading_value,unit,quality_score,timestamp,metadata
LOC_004,HUMIDITY,40.265,%,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,AIR_QUALITY,11.555,AQI,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_004,TEMPERATURE,20.144,°C,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,DUST_PM25,0.932,µg/m³,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_005,CO2,246.455,ppm,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_005,HUMIDITY,26.013,%,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,36.642,AQI,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_005,TEMPERATURE,12.848,°C,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_005,DUST_PM25,0.77,µg/m³,100,2025-09-21T07:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_001,CO2,467.576,ppm,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_001,HUMIDITY,40.837,%,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_001,AIR_QUALITY,29.488,AQI,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_001,TEMPERATURE,24.595,°C,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_001,DUST_PM25,5.479,µg/m³,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_002,CO2,362.765,ppm,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_002,HUMIDITY,24.738,%,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_002,AIR_QUALITY,13.668,AQI,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_002,TEMPERATURE,11.222,°C,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_002,DUST_PM25,2.536,µg/m³,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_003,CO2,207.916,ppm,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_003,HUMIDITY,17.241,%,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_003,AIR_QUALITY,13.617,AQI,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_003,TEMPERATURE,12.445,°C,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,7.545,µg/m³,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,CO2,412.241,ppm,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_004,HUMIDITY,31.17,%,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_004,AIR_QUALITY,14.028,AQI,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,TEMPERATURE,18.177,°C,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_004,DUST_PM25,7.186,µg/m³,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_005,CO2,438.356,ppm,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_005,HUMIDITY,24.541,%,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,20.554,AQI,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_005,TEMPERATURE,13.095,°C,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_005,DUST_PM25,9.974,µg/m³,100,2025-09-21T06:51:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_001,CO2,379.458,ppm,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_001,HUMIDITY,26.009,%,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_001,AIR_QUALITY,25.269,AQI,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_001,TEMPERATURE,18.521,°C,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_001,DUST_PM25,8.059,µg/m³,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_002,CO2,266.901,ppm,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_002,HUMIDITY,29.842,%,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_002,AIR_QUALITY,6.663,AQI,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,TEMPERATURE,11.371,°C,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_002,DUST_PM25,3.146,µg/m³,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,CO2,198.414,ppm,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_003,HUMIDITY,24.502,%,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_003,AIR_QUALITY,3.014,AQI,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_003,TEMPERATURE,10.453,°C,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,7.892,µg/m³,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_004,CO2,329.642,ppm,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,HUMIDITY,34.872,%,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,AIR_QUALITY,12.424,AQI,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_004,TEMPERATURE,12.25,°C,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_004,DUST_PM25,1.597,µg/m³,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_005,CO2,292.681,ppm,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_005,HUMIDITY,34.004,%,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,21.865,AQI,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_005,TEMPERATURE,13.562,°C,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_005,DUST_PM25,3.469,µg/m³,100,2025-09-21T06:41:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_001,CO2,482.233,ppm,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_001,HUMIDITY,27.53,%,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_001,AIR_QUALITY,40.696,AQI,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_001,TEMPERATURE,22.506,°C,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_001,DUST_PM25,12.511,µg/m³,97,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_002,CO2,150.654,ppm,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_002,HUMIDITY,23.962,%,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_002,AIR_QUALITY,0,AQI,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_002,TEMPERATURE,11.501,°C,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_002,DUST_PM25,10.134,µg/m³,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_003,CO2,250.288,ppm,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_003,HUMIDITY,25.617,%,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_003,AIR_QUALITY,0,AQI,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_003,TEMPERATURE,9.915,°C,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,6.133,µg/m³,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,CO2,449.126,ppm,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_004,HUMIDITY,45.225,%,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_004,AIR_QUALITY,42.026,AQI,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_004,TEMPERATURE,18.422,°C,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_004,DUST_PM25,2.591,µg/m³,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,CO2,212.999,ppm,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_005,HUMIDITY,41.842,%,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,16.891,AQI,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_005,TEMPERATURE,15.744,°C,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_005,DUST_PM25,6.807,µg/m³,100,2025-09-21T06:31:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_001,CO2,417.559,ppm,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_001,HUMIDITY,39.088,%,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_001,AIR_QUALITY,41.149,AQI,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_001,TEMPERATURE,16.839,°C,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_001,DUST_PM25,4.217,µg/m³,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_002,CO2,154.45,ppm,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,HUMIDITY,33.47,%,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,AIR_QUALITY,22.925,AQI,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_002,TEMPERATURE,13.043,°C,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,DUST_PM25,1.779,µg/m³,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_003,CO2,124.272,ppm,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_003,HUMIDITY,25.538,%,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,AIR_QUALITY,6.476,AQI,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_003,TEMPERATURE,11.043,°C,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,2.99,µg/m³,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_004,CO2,279.194,ppm,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,HUMIDITY,42.062,%,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_004,AIR_QUALITY,23.978,AQI,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_004,TEMPERATURE,15.657,°C,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_004,DUST_PM25,5.7,µg/m³,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_005,CO2,189.052,ppm,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_005,HUMIDITY,34.405,%,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_005,AIR_QUALITY,19.107,AQI,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_005,TEMPERATURE,13.237,°C,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,DUST_PM25,3.633,µg/m³,100,2025-09-21T06:21:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_001,CO2,314.492,ppm,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_001,HUMIDITY,59.498,%,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_001,AIR_QUALITY,35.766,AQI,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_001,TEMPERATURE,21.231,°C,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_001,DUST_PM25,11.482,µg/m³,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_002,CO2,351.693,ppm,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_002,HUMIDITY,24.429,%,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_002,AIR_QUALITY,18.254,AQI,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_002,TEMPERATURE,12.08,°C,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_002,DUST_PM25,3.598,µg/m³,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_003,CO2,193.921,ppm,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_003,HUMIDITY,26.258,%,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_003,AIR_QUALITY,15.967,AQI,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_003,TEMPERATURE,12.671,°C,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_003,DUST_PM25,4.167,µg/m³,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_004,CO2,333.771,ppm,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
LOC_004,HUMIDITY,35.714,%,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,AIR_QUALITY,26.485,AQI,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,TEMPERATURE,16.028,°C,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_004,DUST_PM25,5.304,µg/m³,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,CO2,284.545,ppm,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_005,HUMIDITY,13.921,%,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_005,AIR_QUALITY,18.103,AQI,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_005,TEMPERATURE,12.591,°C,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_005,DUST_PM25,9.088,µg/m³,100,2025-09-21T06:11:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_001,CO2,455.765,ppm,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_001,HUMIDITY,33.125,%,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_001,AIR_QUALITY,31.652,AQI,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_001,TEMPERATURE,21.256,°C,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_001,DUST_PM25,10.533,µg/m³,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": true}"
LOC_002,CO2,211.199,ppm,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_002,HUMIDITY,25.56,%,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_002,AIR_QUALITY,24.648,AQI,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_002,TEMPERATURE,14.807,°C,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": true}"
LOC_002,DUST_PM25,4.464,µg/m³,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": false}"
LOC_003,CO2,209.489,ppm,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_003,HUMIDITY,21.565,%,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.4"", ""temperature_compensation"": false}"
LOC_003,AIR_QUALITY,8.727,AQI,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": false}"
LOC_003,TEMPERATURE,11.277,°C,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.5"", ""temperature_compensation"": true}"
LOC_003,DUST_PM25,0,µg/m³,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": true}"
LOC_004,CO2,354.724,ppm,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.3"", ""temperature_compensation"": false}"
LOC_004,HUMIDITY,28.73,%,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.1"", ""temperature_compensation"": true}"
LOC_004,AIR_QUALITY,10.937,AQI,100,2025-09-21T06:01:02.691304,"{""calibration_date"": ""2025-08-22"", ""sensor_version"": ""v2.2"", ""temperature_compensation"": false}"
